UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,BAGR100,BAGR150,BAGR200,L4GR100,L4GR150,L4GR200        
177065,43,43,43,25,50,57,0,20,30,50,46,67,36,.,30,39,41,41,41,50,67,67,.,17,26,46,43,80,37,.,36,37,41,36,54,48,14,23,25,.,.,.
177083,9,9,.,.,0,0,.,.,.,10,.,.,.,91,9,9,9,9,.,.,0,0,.,.,.,10,.,.,.,91,0,0,0,0,20,20,19,19,19,.,.,.
177117,56,.,56,0,0,0,.,100,71,53,67,.,86,.,44,50,52,.,52,0,.,.,.,100,50,46,100,.,100,.,55,56,50,100,59,44,58,65,65,.,.,.
177135,40,42,38,22,33,57,21,67,35,42,24,31,42,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,.,23,.,48,.,.,.,.,23,37,39
177144,48,39,57,100,67,67,.,29,36,53,31,.,50,39,41,48,48,39,57,100,67,67,.,29,36,53,31,.,50,39,43,43,47,47,59,59,42,46,46,.,.,.
177214,64,58,69,67,33,40,0,62,63,65,53,100,64,.,51,63,64,58,69,67,33,40,0,62,63,65,53,100,64,.,53,53,57,57,72,72,41,54,54,.,.,.
177250,39,39,39,50,0,0,0,60,32,41,23,0,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,13,.,49,.,.,.,.,31,40,43
177302,94,95,93,100,100,100,.,100,100,91,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,0,.,.,.,.,40,40,40
177339,72,66,76,.,75,75,.,54,76,73,71,63,0,.,46,61,61,54,66,.,75,75,.,54,65,62,71,50,0,.,72,53,62,54,86,85,27,48,49,.,.,.
177418,58,49,65,.,.,.,.,31,75,63,50,.,25,.,47,57,58,49,65,.,.,.,.,31,75,63,50,.,25,.,50,50,61,61,61,61,49,66,66,.,.,.
177436,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,.,.,.,.,.,100,100,100
177472,30,27,33,55,36,38,25,23,31,31,24,21,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,34,.,.,.,.,.,.,.
177542,39,31,47,.,.,.,.,50,13,41,60,.,17,36,26,30,36,31,42,.,.,.,.,50,13,38,60,.,17,38,39,33,39,36,38,39,35,40,40,.,.,.
177551,20,16,22,100,50,50,.,19,29,31,17,25,.,.,10,15,20,16,22,100,50,50,.,19,29,31,17,25,.,.,18,18,18,18,35,35,2,12,14,.,.,.
177588,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,.,.,.,.,.,.,.,0,50,50
177603,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,6,56,56
177676,32,27,35,50,29,40,0,22,27,33,14,.,25,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,.,17,.,40,.,.,.,.,27,36,41
177685,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,.,.,100,.,.,.,.,5,70,70
177746,57,50,59,67,100,100,.,42,43,57,48,83,100,.,48,49,57,50,59,67,100,100,.,42,43,57,48,83,100,.,48,48,60,60,68,68,46,57,59,.,.,.
177816,83,83,.,.,.,.,.,.,100,80,.,.,.,.,83,83,83,83,.,.,.,.,.,.,100,80,.,.,.,.,.,.,.,.,83,83,63,63,63,.,.,.
177931,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,.,.,.,.,.,100,100,100
177940,29,22,34,40,33,33,.,25,25,45,18,19,67,32,17,25,30,23,34,40,33,33,.,25,25,47,20,19,67,31,24,24,42,43,44,47,12,26,28,.,.,.
177968,54,47,61,75,75,100,64,25,39,60,38,46,60,28,43,52,54,47,61,75,75,100,64,25,39,60,38,46,60,28,46,46,50,50,61,61,34,47,48,.,.,.
177977,77,78,68,100,67,67,.,25,83,77,83,40,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,81,.,82,.,.,.,.,70,74,75
177995,29,28,29,0,26,26,20,12,28,33,21,30,38,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,27,.,35,.,.,.,.,17,28,32
178059,67,60,71,100,68,68,.,49,44,74,71,56,37,22,56,66,67,60,71,100,68,68,.,49,44,74,71,56,37,22,59,59,68,68,71,71,56,75,75,.,.,.
178077,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,100,.,57,.,.,.,.,29,64,64
178183,84,57,87,.,.,.,.,83,.,85,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,.,.,.,0,.,.,.,.,26,74,74
178208,41,13,57,.,.,.,.,.,.,38,100,.,.,.,18,32,36,13,50,.,.,.,.,.,.,33,100,.,.,.,33,33,42,33,100,100,24,41,41,.,.,.
178217,43,42,44,33,67,100,0,16,33,45,39,30,33,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,.,43,.,51,.,.,.,.,32,43,44
178244,41,30,53,29,100,.,100,23,.,47,30,17,33,.,27,39,40,30,53,29,100,.,100,24,.,47,30,17,33,.,30,29,49,48,46,47,25,33,35,.,.,.
178341,36,32,38,32,58,70,0,23,35,38,15,32,53,29,21,31,34,29,37,30,64,78,0,23,37,35,15,33,53,28,27,25,39,34,47,46,15,33,34,.,.,.
178369,23,17,35,0,17,33,0,14,22,29,16,11,32,49,15,21,23,17,34,0,17,33,0,14,22,28,16,11,30,49,19,19,25,25,28,27,12,23,24,.,.,.
178387,41,37,44,25,18,11,50,36,31,42,42,50,50,29,23,37,42,37,45,25,20,13,50,37,31,42,42,50,50,29,32,32,43,43,52,52,14,36,38,.,.,.
178396,75,70,80,69,74,75,50,65,67,77,73,81,79,.,55,73,75,70,80,69,74,75,50,65,67,77,73,81,79,.,63,63,74,74,79,79,50,73,74,.,.,.
178402,56,58,55,0,81,81,100,41,50,55,57,70,71,.,36,52,55,58,54,0,83,82,100,40,50,54,56,70,70,.,45,45,60,58,64,63,27,51,54,.,.,.
178411,62,59,71,50,75,75,.,50,62,62,46,60,57,.,24,55,62,59,71,50,75,75,.,50,62,62,46,60,57,.,49,49,57,57,69,69,24,67,70,.,.,.
178420,52,53,50,50,61,61,.,34,50,55,38,67,71,.,31,47,52,53,50,50,61,61,.,34,50,55,38,67,71,.,40,40,45,45,63,63,34,56,57,.,.,.
178448,39,31,43,0,42,50,0,21,36,42,18,25,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,50,.,45,.,.,.,.,26,37,40
178527,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,0,.,67,.,.,.,.,7,50,86
178615,71,65,75,89,76,77,50,62,76,73,53,64,54,.,59,70,71,65,75,89,76,77,50,62,76,73,53,64,54,.,59,59,69,69,76,76,61,75,75,.,.,.
178624,54,49,57,50,71,80,50,27,35,56,46,64,79,28,40,50,53,48,56,50,64,71,50,25,33,56,45,67,29,29,41,41,50,50,67,66,35,53,54,.,.,.
178679,53,52,54,67,0,0,.,0,36,57,75,0,.,24,29,47,51,50,52,67,0,0,.,0,27,56,75,0,.,23,47,43,57,57,57,56,23,51,52,.,.,.
178697,63,62,63,100,75,100,0,40,70,62,54,100,100,27,45,61,63,62,63,100,75,100,0,40,70,62,54,100,100,27,61,61,.,.,65,65,45,60,61,.,.,.
178721,23,20,26,.,33,33,33,15,13,32,14,0,36,32,9,18,20,21,20,.,33,33,33,16,7,26,17,0,36,33,15,14,32,23,34,38,11,27,29,.,.,.
178767,80,67,100,.,.,.,.,50,.,100,.,.,.,20,100,100,100,.,100,.,.,.,.,.,.,100,.,.,.,.,100,.,100,100,67,.,.,.,.,.,.,.
178828,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,0,.,.,.,.,91,91,100
178891,52,53,33,.,50,50,.,19,58,60,17,0,.,10,23,23,23,18,50,.,.,.,.,0,.,50,0,.,.,15,44,22,64,.,57,25,29,29,43,.,.,.
179043,77,77,77,67,70,70,.,55,61,83,60,53,100,.,71,76,77,77,77,67,70,70,.,55,61,83,60,53,100,.,60,60,77,77,85,85,66,73,73,.,.,.
179159,81,77,84,60,81,81,.,75,77,84,67,75,65,.,73,80,81,77,84,60,81,81,.,75,77,84,67,75,65,.,72,72,82,82,84,84,73,80,80,.,.,.
179195,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,100,.,.,.,.,0,57,57
179265,73,71,74,.,65,65,.,86,100,74,100,.,60,21,69,72,73,71,74,.,65,65,.,86,100,74,100,.,60,21,54,54,81,81,81,81,79,81,81,.,.,.
179308,22,19,24,33,33,32,50,7,27,29,17,32,33,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,.,15,.,28,.,.,.,.,12,21,26
179326,43,38,48,50,50,100,0,14,17,49,17,17,0,32,33,40,42,37,46,50,50,100,0,14,17,47,17,11,0,33,38,37,44,43,51,50,35,48,50,.,.,.
179344,33,31,35,0,0,0,.,7,22,37,21,0,33,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,67,.,38,.,.,.,.,23,33,35
179511,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,25,.,38,.,.,.,.,53,53,53
179539,35,35,36,13,0,0,0,18,15,39,47,40,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,41,.,40,.,.,.,.,22,35,39
179548,46,.,46,50,100,100,.,39,50,47,40,0,.,.,41,46,46,.,46,50,100,100,.,39,50,47,40,0,.,.,35,35,56,56,64,64,15,59,60,.,.,.
179557,56,50,61,33,37,37,.,39,46,60,45,71,63,.,39,53,57,50,61,33,37,37,.,39,46,60,45,71,63,.,45,45,56,56,64,64,32,51,53,.,.,.
179566,58,53,62,33,60,62,0,38,51,61,43,50,65,.,40,55,58,53,62,33,60,62,0,38,51,61,43,50,65,.,46,46,56,56,67,67,35,58,60,.,.,.
179645,34,32,35,20,100,100,.,21,17,36,.,37,50,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,9,.,39,.,.,.,.,19,29,32
179715,44,46,44,.,.,.,.,31,29,46,36,.,50,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,.,.,.,56,.,.,.,.,39,50,52
179867,94,93,95,100,96,96,.,92,94,94,92,87,93,.,89,92,94,93,95,100,96,96,.,92,94,94,92,87,93,.,91,91,95,95,94,94,88,94,95,.,.,.
179894,59,51,64,100,67,67,.,44,55,64,41,45,71,.,44,56,59,51,64,100,67,67,.,44,55,64,41,45,71,.,51,51,65,65,62,62,41,55,57,.,.,.
179946,64,56,71,0,.,.,.,50,88,63,.,75,83,27,56,61,64,56,71,0,.,.,.,50,88,63,.,75,83,27,45,45,62,62,83,83,49,60,61,.,.,.
179955,62,58,65,.,75,67,100,46,64,64,38,67,67,.,59,61,62,58,65,.,75,67,100,46,64,64,38,67,67,.,48,48,60,60,71,71,62,67,67,.,.,.
179964,51,40,55,50,50,50,.,33,33,51,75,.,60,2,51,54,55,48,58,50,50,50,.,40,40,56,75,.,60,2,49,55,45,50,56,58,45,53,53,.,.,.
179991,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,57,.,.,.,.,91,91,91
180054,1,0,2,1,.,.,.,.,0,0,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,0,.,0,36,37,.,.,.
180063,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,.,75,.,64,.,.,.,.,7,78,78
180081,34,47,16,17,.,.,.,50,25,35,.,40,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,37,.,40,.,.,.,.,16,20,22
180090,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,67,.,61,.,.,.,.,61,87,87
180106,70,56,79,0,100,100,.,0,41,73,69,81,25,.,55,68,70,56,79,0,100,100,.,0,41,73,69,81,25,.,66,66,69,69,72,72,49,67,67,.,.,.
180151,28,28,28,43,0,0,.,25,50,27,33,50,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,13,.,41,.,.,.,.,39,39,41
180160,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,11,32,32
180179,29,24,33,18,17,25,0,7,13,33,19,0,14,20,13,21,26,18,31,13,25,33,0,10,7,29,24,0,15,24,24,25,32,29,31,24,11,26,27,.,.,.
180197,32,29,35,11,0,0,.,33,33,30,33,55,0,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,17,.,39,.,.,.,.,22,31,32
180203,29,13,46,26,.,.,.,.,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,0,.,.,.,.,.,.,.
180212,14,21,4,15,.,.,.,0,.,9,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,3,.,.,.,.,15,15,23
180249,36,37,35,50,.,.,.,0,50,35,38,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,27,.,49,.,.,.,.,33,42,46
180258,41,38,43,0,0,0,.,0,36,45,.,0,67,29,31,40,40,36,43,0,0,0,.,0,36,43,.,0,67,29,30,30,50,50,49,47,28,38,42,.,.,.
180276,32,31,34,100,100,100,.,0,18,33,29,0,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,24,.,36,.,.,.,.,29,41,44
180328,7,3,10,7,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,0,.,.,.,.,6,7,10
180373,51,61,43,33,0,0,.,50,0,54,100,.,55,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,.,68,.,46,.,.,.,.,42,43,46
180416,57,58,52,75,50,50,.,0,57,57,0,67,56,20,30,51,57,58,52,75,50,50,.,0,57,57,0,67,56,20,42,42,57,57,62,62,30,56,58,.,.,.
180461,57,52,63,33,50,52,0,29,49,59,46,59,38,22,35,53,57,52,63,33,52,54,0,23,48,59,46,59,38,23,46,46,55,54,61,61,30,58,59,.,.,.
180489,46,41,51,23,36,27,67,37,36,49,34,42,53,.,29,43,47,41,52,19,30,25,50,38,35,50,39,43,62,.,39,39,46,47,51,52,30,48,51,.,.,.
180522,29,28,31,23,33,100,0,0,23,33,0,17,50,.,22,25,28,25,34,20,50,100,0,0,14,33,0,.,0,.,24,24,40,50,30,25,25,35,35,.,.,.
180595,46,36,53,17,40,0,50,.,33,49,36,17,60,.,33,44,45,36,52,17,40,0,50,.,33,48,36,17,60,.,38,38,46,46,53,52,35,52,53,.,.,.
180647,62,63,60,63,0,.,0,0,100,57,.,.,.,.,23,31,33,33,33,29,.,.,.,.,100,38,.,.,.,.,56,42,77,33,69,24,15,42,65,.,.,.
180692,45,34,57,18,33,50,0,0,38,48,33,0,.,18,25,39,47,37,56,33,0,0,.,.,46,48,60,0,.,21,36,34,51,56,48,50,28,49,51,.,.,.
180814,41,36,46,.,0,0,.,17,40,42,100,.,100,33,37,41,41,36,46,.,0,0,.,17,40,42,100,.,100,33,20,20,0,0,56,56,11,27,31,.,.,.
180832,72,67,73,.,.,.,.,.,100,68,100,100,.,28,68,73,73,100,71,.,.,.,.,.,100,67,100,100,.,27,73,63,78,86,67,71,35,39,39,.,.,.
180878,72,100,71,.,.,.,.,.,.,72,.,.,.,.,72,72,72,100,71,.,.,.,.,.,.,72,.,.,.,.,82,82,54,54,93,93,51,76,76,.,.,.
180902,43,50,34,0,30,25,50,19,37,47,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,.,37,.,43,.,.,.,.,31,41,47
180948,44,41,48,0,33,100,0,22,30,49,27,75,29,30,32,43,44,41,48,0,33,100,0,22,30,49,27,75,29,30,36,36,45,45,50,50,24,42,42,.,.,.
180957,67,68,60,.,.,.,.,58,89,54,50,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,.,83,.,60,.,.,.,.,8,80,80
180984,59,49,70,100,33,50,0,17,38,63,.,78,50,.,44,59,59,49,70,100,33,50,0,17,38,63,.,78,50,.,51,51,58,58,64,64,46,63,63,.,.,.
181002,78,77,80,100,77,78,33,75,58,82,73,100,66,16,70,78,78,76,79,100,77,78,33,75,58,82,72,100,64,16,71,71,77,77,81,80,71,79,80,.,.,.
181020,61,55,68,.,75,67,100,29,39,65,38,50,75,16,56,60,61,55,68,.,75,67,100,29,39,65,38,50,75,16,49,49,63,63,68,68,55,60,60,.,.,.
181127,55,53,56,.,0,.,0,14,53,58,29,50,25,.,45,53,55,53,56,.,0,.,0,14,53,58,29,50,25,.,44,44,52,52,64,64,51,60,60,.,.,.
181190,61,.,61,.,100,100,.,100,79,50,50,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,.,50,.,75,.,.,.,.,94,94,94
181215,54,44,62,0,80,80,.,22,47,57,35,50,48,29,30,50,54,42,63,0,80,80,.,22,44,57,30,50,49,28,54,54,48,48,56,55,33,58,59,.,.,.
181297,72,75,72,.,100,100,.,.,67,70,.,100,.,23,35,55,65,50,66,.,100,100,.,.,0,68,.,.,.,26,83,80,65,64,75,60,59,63,67,.,.,.
181303,25,30,20,.,6,6,.,6,21,32,13,25,0,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,20,.,31,.,.,.,.,10,22,28
181312,45,39,49,0,50,50,.,8,43,44,90,.,55,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,52,.,50,.,.,.,.,34,42,46
181330,44,34,55,.,39,0,44,58,61,60,24,36,0,35,34,42,44,34,55,.,39,0,44,58,61,60,24,36,0,35,29,29,56,56,51,51,37,44,44,.,.,.
181394,49,49,50,25,63,65,33,33,43,51,37,67,69,26,25,46,52,48,56,25,62,65,33,41,45,54,31,78,71,23,43,44,44,46,55,58,25,50,53,.,.,.
181419,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,9,9,9
181446,59,51,67,0,67,67,.,20,63,59,53,78,0,31,51,58,59,51,67,0,67,67,.,20,63,59,53,78,0,31,47,47,63,63,65,65,53,63,63,.,.,.
181464,65,62,68,60,63,63,67,45,54,67,59,60,72,24,46,62,65,61,69,54,64,63,100,46,53,66,59,59,72,23,52,52,61,62,72,71,42,67,68,.,.,.
181491,51,50,52,25,80,100,50,22,33,56,42,80,32,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,55,.,55,.,.,.,.,42,52,54
181534,34,24,42,0,50,50,.,15,7,44,13,.,0,39,20,30,34,24,42,0,50,50,.,15,7,44,13,.,0,39,29,29,38,38,39,39,20,36,37,.,.,.
181543,57,100,40,.,.,.,.,.,.,67,0,.,.,.,33,67,67,100,0,.,.,.,.,.,.,67,.,.,.,.,100,50,.,.,40,100,.,.,.,.,.,.
181604,67,.,67,50,100,100,.,43,45,75,.,.,.,21,53,65,67,.,67,50,100,100,.,43,45,75,.,.,.,21,56,56,69,69,74,74,49,59,62,.,.,.
181640,31,37,22,0,24,25,0,9,22,35,5,0,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,.,38,.,37,.,.,.,.,17,31,34
181738,56,53,59,.,30,33,0,36,60,58,56,.,70,.,31,53,55,55,56,.,22,25,0,43,63,56,57,.,63,.,51,53,39,28,65,65,32,56,56,.,.,.
181765,43,48,39,0,.,.,.,.,40,45,0,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,.,33,.,30,.,.,.,.,44,58,61
181783,51,46,56,100,60,60,.,30,27,55,33,100,.,31,35,49,51,46,56,100,60,60,.,30,27,55,33,100,.,31,41,41,46,46,63,63,32,53,54,.,.,.
181817,34,38,29,29,0,0,0,13,23,37,.,40,58,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,64,.,39,.,.,.,.,27,42,45
181853,43,30,59,.,100,100,.,24,33,54,.,.,50,1,27,37,37,25,51,.,100,100,.,19,29,46,.,.,50,.,43,33,.,.,44,39,35,49,49,.,.,.
181880,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,79,.,71,.,.,.,.,50,60,60
181941,48,48,49,33,50,50,.,17,37,57,40,33,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,.,71,.,53,.,.,.,.,50,59,60
182005,17,17,17,0,17,19,6,7,17,22,7,13,45,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,.,17,.,19,.,.,.,.,.,.,.
182148,65,71,64,100,71,75,67,33,50,100,50,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,.,100,.,67,.,.,.,.,.,.,.
182281,47,42,50,33,58,59,25,33,44,48,43,20,71,.,22,40,47,42,51,33,58,59,25,33,44,48,43,20,71,.,44,44,43,43,51,51,17,44,51,.,.,.
182290,62,60,64,62,70,71,47,60,58,63,61,56,46,.,41,58,62,60,64,62,70,71,47,60,58,63,61,56,46,.,53,53,55,55,67,67,39,60,63,.,.,.
182306,48,54,43,56,0,0,0,100,53,45,50,33,.,12,5,5,5,0,10,0,.,.,.,.,9,4,.,0,.,12,33,0,.,.,63,8,13,19,19,.,.,.
182500,26,22,29,9,22,22,.,17,27,27,38,0,40,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,40,.,26,.,.,.,.,.,.,.
182564,34,31,37,50,42,50,25,0,37,35,44,0,14,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,17,.,38,.,.,.,.,.,.,.
182634,60,59,61,33,50,50,.,35,43,63,.,63,100,.,50,54,59,57,59,33,33,33,.,35,43,62,.,58,100,.,53,51,60,58,71,71,56,64,64,.,.,.
182670,95,95,94,56,99,99,100,90,99,96,88,100,91,.,84,93,95,95,94,56,99,99,100,90,99,96,88,100,91,.,92,92,95,95,95,95,88,95,96,.,.,.
182704,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,0,100,100
182722,66,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,.,.,76,.,.,.,.,0,81,81
182795,52,45,57,25,67,67,.,30,47,55,39,60,43,.,47,51,52,45,57,25,67,67,.,30,47,55,39,60,43,.,42,42,53,53,60,60,47,52,53,.,.,.
182892,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,0,.,.,.,.,18,74,74
182917,79,73,85,.,.,.,.,.,67,81,.,.,.,.,79,79,79,73,85,.,.,.,.,.,67,81,.,.,.,.,100,100,100,100,29,29,67,67,67,.,.,.
182980,31,31,31,100,57,67,0,16,22,37,14,45,44,.,26,30,31,31,31,100,57,67,0,14,24,38,14,45,46,.,23,22,49,50,32,33,17,22,23,.,.,.
182999,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,0,.,.,.,.,31,75,75
183026,41,41,42,60,51,57,20,33,31,44,25,52,70,22,33,37,38,38,37,67,62,65,33,14,19,43,17,44,67,26,25,21,58,57,54,53,29,35,37,.,.,.
183035,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,100,100,100
183044,78,75,80,83,80,80,.,70,73,78,86,76,63,.,70,77,78,75,80,83,80,80,.,70,73,78,87,75,63,.,76,76,78,78,79,79,69,77,77,.,.,.
183062,59,58,60,0,69,67,100,31,50,60,32,69,.,.,53,58,59,58,60,0,69,67,100,31,50,60,32,69,.,.,55,55,60,60,62,62,53,60,61,.,.,.
183071,63,63,63,.,60,60,.,0,50,69,50,50,.,.,60,67,69,73,67,.,67,67,.,0,50,75,50,50,.,.,56,62,46,50,72,79,55,66,66,.,.,.
183080,51,50,52,56,69,82,0,34,40,52,68,48,32,.,45,50,51,50,52,56,69,82,0,34,40,52,68,48,32,.,45,45,54,54,53,53,48,58,61,.,.,.
183099,30,27,34,0,14,14,.,23,26,31,44,35,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,39,.,29,.,.,.,.,13,27,31
183105,53,57,48,.,.,.,.,0,50,56,75,11,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,.,57,.,52,.,.,.,.,47,54,57
183114,35,23,39,.,33,33,.,100,100,34,0,25,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,.,23,.,31,.,.,.,.,19,29,33
183123,34,36,30,.,50,50,.,0,50,33,100,29,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,.,41,.,42,.,.,.,.,29,37,41
183132,37,40,33,50,17,18,0,63,43,38,20,31,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,41,.,39,.,.,.,.,19,30,35
183141,40,48,27,.,50,40,100,50,23,41,44,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,48,.,33,.,.,.,.,23,34,37
183150,24,21,27,.,0,0,.,0,22,26,23,0,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,32,.,23,.,.,.,.,15,28,34
183202,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,64,.,.,.,.,0,90,90
183211,58,41,64,100,43,43,.,25,29,61,47,60,.,.,47,56,56,41,62,100,43,43,.,25,29,59,47,60,.,.,54,54,52,52,70,66,44,55,56,.,.,.
183239,85,80,89,0,88,88,.,88,79,85,83,100,100,.,82,85,85,80,89,0,88,88,.,88,79,85,83,100,100,.,83,83,86,86,86,86,81,84,84,.,.,.
183257,15,0,19,0,.,.,.,0,0,15,50,50,.,.,0,0,5,0,6,0,.,.,.,0,0,7,.,0,.,.,6,0,50,33,14,0,3,15,24,.,.,.
183275,70,100,54,.,.,.,.,.,100,67,.,100,.,15,70,70,70,100,54,.,.,.,.,.,100,67,.,100,.,15,70,70,57,57,100,100,76,76,76,.,.,.
